Company Location,Review Date,Country of Bean Origin,Cocoa Percent,Rating,Bean Origin ID,Company Location ID,Number of ingredients,Number of ingredients norm,Has vanilla,Year Norm,Cocoa Percent norm
U.S.A.,2020,India,72%,3.0,13,20,3.0,0.34581838219927463,0,0.18214284287089133,0.1415905316584748
U.S.A.,2020,Vietnam,72%,3.0,26,20,2.0,-1.148561454131727,0,0.18214284287089133,0.1415905316584748
U.S.A.,2020,India,72%,3.0,13,20,2.0,-1.148561454131727,0,0.18214284287089133,0.1415905316584748
Canada,2020,Colombia,70%,3.25,4,5,3.0,0.34581838219927463,0,0.18214284287089133,-0.41291870242530737
U.S.A.,2020,Dominican Republic,67%,3.75,6,20,4.0,1.8401982185302763,0,0.18214284287089133,-1.2446825535509807
U.S.A.,2020,Dominican Republic,70%,3.75,6,20,3.0,0.34581838219927463,0,0.18214284287089133,-0.41291870242530737
U.S.A.,2020,Dominican Republic,68%,3.75,6,20,4.0,1.8401982185302763,0,0.18214284287089133,-0.9674279365090895
Canada,2020,Mexico,70%,3.0,16,5,3.0,0.34581838219927463,0,0.18214284287089133,-0.41291870242530737
Canada,2020,Honduras,70%,2.75,12,5,3.0,0.34581838219927463,0,0.18214284287089133,-0.41291870242530737
Canada,2020,Colombia,70%,2.75,4,5,3.0,0.34581838219927463,0,0.18214284287089133,-0.41291870242530737
U.S.A.,2019,Trinidad,72%,3.5,22,20,3.0,0.34581838219927463,0,-0.1954789277053967,0.1415905316584748
U.S.A.,2019,Tanzania,80%,3.0,21,20,3.0,0.34581838219927463,0,-0.1954789277053967,2.3596274679936036
U.S.A.,2019,Guatemala,70%,3.5,10,20,3.0,0.34581838219927463,0,-0.1954789277053967,-0.41291870242530737
U.S.A.,2019,Peru,80%,3.5,18,20,2.0,-1.148561454131727,0,-0.1954789277053967,2.3596274679936036
U.K.,2019,Philippines,70%,3.5,19,19,4.0,1.8401982185302763,0,-0.1954789277053967,-0.41291870242530737
U.S.A.,2019,Tanzania,70%,2.75,21,20,2.0,-1.148561454131727,0,-0.1954789277053967,-0.41291870242530737
U.S.A.,2019,Dominican Republic,75%,3.0,6,20,2.0,-1.148561454131727,0,-0.1954789277053967,0.973354382784148
U.S.A.,2019,Dominican Republic,75%,2.5,6,20,2.0,-1.148561454131727,0,-0.1954789277053967,0.973354382784148
U.S.A.,2019,Madagascar,72%,3.75,15,20,2.0,-1.148561454131727,0,-0.1954789277053967,0.1415905316584748
U.S.A.,2019,Belize,72%,4.0,1,20,2.0,-1.148561454131727,0,-0.1954789277053967,0.1415905316584748
Canada,2019,Guatemala,72%,3.0,10,5,2.0,-1.148561454131727,0,-0.1954789277053967,0.1415905316584748
Belgium,2019,Vietnam,70%,3.25,26,3,4.0,1.8401982185302763,0,-0.1954789277053967,-0.41291870242530737
Belgium,2019,Peru,72%,3.0,18,3,4.0,1.8401982185302763,0,-0.1954789277053967,0.1415905316584748
U.S.A.,2019,Vietnam,70%,3.5,26,20,2.0,-1.148561454131727,0,-0.1954789277053967,-0.41291870242530737
U.S.A.,2019,Vietnam,72%,3.0,26,20,3.0,0.34581838219927463,0,-0.1954789277053967,0.1415905316584748
U.S.A.,2019,Tanzania,72%,3.5,21,20,3.0,0.34581838219927463,0,-0.1954789277053967,0.1415905316584748
U.S.A.,2019,Ecuador,73%,3.5,7,20,3.0,0.34581838219927463,0,-0.1954789277053967,0.4188451487003659
U.S.A.,2019,Dominican Republic,72%,3.75,6,20,3.0,0.34581838219927463,0,-0.1954789277053967,0.1415905316584748
U.S.A.,2019,Costa Rica,70%,3.25,5,20,3.0,0.34581838219927463,0,-0.1954789277053967,-0.41291870242530737
U.S.A.,2019,Brazil,70%,4.0,3,20,3.0,0.34581838219927463,0,-0.1954789277053967,-0.41291870242530737
Belgium,2019,India,70%,3.0,13,3,3.0,0.34581838219927463,0,-0.1954789277053967,-0.41291870242530737
U.K.,2019,Madagascar,74%,3.0,15,19,2.0,-1.148561454131727,0,-0.1954789277053967,0.696099765742257
U.S.A.,2019,Ecuador,72%,3.5,7,20,3.0,0.34581838219927463,0,-0.1954789277053967,0.1415905316584748
U.S.A.,2019,Mexico,70%,3.75,16,20,3.0,0.34581838219927463,0,-0.1954789277053967,-0.41291870242530737
Brazil,2019,Brazil,65%,3.25,3,4,2.0,-1.148561454131727,0,-0.1954789277053967,-1.7991917876347627
Brazil,2019,Brazil,71%,3.0,3,4,2.0,-1.148561454131727,0,-0.1954789277053967,-0.1356640853834163
Venezuela,2019,Venezuela,70%,3.0,25,21,2.0,-1.148561454131727,0,-0.1954789277053967,-0.41291870242530737
Venezuela,2019,Venezuela,75%,2.5,25,21,2.0,-1.148561454131727,0,-0.1954789277053967,0.973354382784148
Canada,2019,Guatemala,70%,3.5,10,5,4.0,1.8401982185302763,0,-0.1954789277053967,-0.41291870242530737
Canada,2019,Guatemala,70%,3.0,10,5,4.0,1.8401982185302763,0,-0.1954789277053967,-0.41291870242530737
Canada,2019,Bolivia,70%,3.75,2,5,4.0,1.8401982185302763,0,-0.1954789277053967,-0.41291870242530737
U.S.A.,2019,Tanzania,76%,3.25,21,20,3.0,0.34581838219927463,0,-0.1954789277053967,1.250608999826039
U.S.A.,2019,Madagascar,76%,3.75,15,20,3.0,0.34581838219927463,0,-0.1954789277053967,1.250608999826039
U.S.A.,2019,Venezuela,70%,3.5,25,20,3.0,0.34581838219927463,0,-0.1954789277053967,-0.41291870242530737
U.S.A.,2019,Belize,68%,3.25,1,20,3.0,0.34581838219927463,0,-0.1954789277053967,-0.9674279365090895
U.K.,2019,Colombia,70%,2.75,4,19,3.0,0.34581838219927463,0,-0.1954789277053967,-0.41291870242530737
U.S.A.,2019,Tanzania,71%,2.75,21,20,2.0,-1.148561454131727,0,-0.1954789277053967,-0.1356640853834163
U.S.A.,2019,Ecuador,70%,3.5,7,20,2.0,-1.148561454131727,0,-0.1954789277053967,-0.41291870242530737
U.S.A.,2019,Haiti,72%,2.75,11,20,3.0,0.34581838219927463,0,-0.1954789277053967,0.1415905316584748
U.S.A.,2019,Bolivia,77%,3.25,2,20,3.0,0.34581838219927463,0,-0.1954789277053967,1.5278636168679303
U.S.A.,2019,Belize,77%,3.0,1,20,3.0,0.34581838219927463,0,-0.1954789277053967,1.5278636168679303
Switzerland,2019,Nicaragua,72%,3.0,17,18,3.0,0.34581838219927463,0,-0.1954789277053967,0.1415905316584748
Switzerland,2019,Mexico,70%,3.25,16,18,3.0,0.34581838219927463,0,-0.1954789277053967,-0.41291870242530737
U.S.A.,2019,Venezuela,75%,3.0,25,20,4.0,1.8401982185302763,1,-0.1954789277053967,0.973354382784148
U.S.A.,2019,Peru,75%,4.0,18,20,3.0,0.34581838219927463,0,-0.1954789277053967,0.973354382784148
U.S.A.,2019,Peru,75%,3.25,18,20,3.0,0.34581838219927463,0,-0.1954789277053967,0.973354382784148
U.K.,2019,Peru,70%,2.25,18,19,4.0,1.8401982185302763,1,-0.1954789277053967,-0.41291870242530737
U.K.,2019,Philippines,70%,2.5,19,19,3.0,0.34581838219927463,0,-0.1954789277053967,-0.41291870242530737
U.S.A.,2019,Guatemala,70%,3.0,10,20,3.0,0.34581838219927463,0,-0.1954789277053967,-0.41291870242530737
U.S.A.,2019,Colombia,70%,3.0,4,20,3.0,0.34581838219927463,0,-0.1954789277053967,-0.41291870242530737
U.S.A.,2019,Belize,70%,3.5,1,20,3.0,0.34581838219927463,0,-0.1954789277053967,-0.41291870242530737
U.S.A.,2019,Uganda,70%,3.5,24,20,2.0,-1.148561454131727,0,-0.1954789277053967,-0.41291870242530737
U.S.A.,2019,Fiji,70%,2.75,8,20,2.0,-1.148561454131727,0,-0.1954789277053967,-0.41291870242530737
U.S.A.,2019,Uganda,82%,2.75,24,20,3.0,0.34581838219927463,0,-0.1954789277053967,2.9141367020773856
U.S.A.,2019,Tanzania,72%,3.25,21,20,3.0,0.34581838219927463,0,-0.1954789277053967,0.1415905316584748
U.S.A.,2019,Belize,72%,2.5,1,20,3.0,0.34581838219927463,0,-0.1954789277053967,0.1415905316584748
U.S.A.,2019,Peru,70%,2.5,18,20,3.0,0.34581838219927463,0,-0.1954789277053967,-0.41291870242530737
U.S.A.,2019,Fiji,70%,2.5,8,20,3.0,0.34581838219927463,0,-0.1954789277053967,-0.41291870242530737
U.S.A.,2019,Trinidad,80%,3.5,22,20,2.0,-1.148561454131727,0,-0.1954789277053967,2.3596274679936036
U.S.A.,2019,Nicaragua,70%,3.5,17,20,2.0,-1.148561454131727,0,-0.1954789277053967,-0.41291870242530737
U.S.A.,2019,Nicaragua,72%,3.5,17,20,3.0,0.34581838219927463,0,-0.1954789277053967,0.1415905316584748
U.S.A.,2019,Dominican Republic,72%,3.5,6,20,3.0,0.34581838219927463,0,-0.1954789277053967,0.1415905316584748
Canada,2019,Peru,70%,3.75,18,5,3.0,0.34581838219927463,0,-0.1954789277053967,-0.41291870242530737
France,2019,Venezuela,75%,3.0,25,8,4.0,1.8401982185302763,0,-0.1954789277053967,0.973354382784148
France,2019,Trinidad,75%,3.25,22,8,4.0,1.8401982185302763,0,-0.1954789277053967,0.973354382784148
France,2019,Tanzania,75%,3.5,21,8,4.0,1.8401982185302763,0,-0.1954789277053967,0.973354382784148
France,2019,Madagascar,75%,3.0,15,8,4.0,1.8401982185302763,0,-0.1954789277053967,0.973354382784148
France,2019,Indonesia,75%,3.0,14,8,4.0,1.8401982185302763,0,-0.1954789277053967,0.973354382784148
France,2019,Ghana,75%,3.25,9,8,4.0,1.8401982185302763,0,-0.1954789277053967,0.973354382784148
France,2019,Ecuador,75%,3.5,7,8,4.0,1.8401982185302763,0,-0.1954789277053967,0.973354382784148
France,2019,Colombia,75%,3.0,4,8,4.0,1.8401982185302763,0,-0.1954789277053967,0.973354382784148
Belgium,2019,Madagascar,76%,3.0,15,3,4.0,1.8401982185302763,0,-0.1954789277053967,1.250608999826039
Canada,2019,Peru,70%,3.25,18,5,4.0,1.8401982185302763,0,-0.1954789277053967,-0.41291870242530737
Australia,2019,Solomon Islands,70%,3.0,20,1,4.0,1.8401982185302763,0,-0.1954789277053967,-0.41291870242530737
U.S.A.,2019,Guatemala,75%,2.75,10,20,3.0,0.34581838219927463,0,-0.1954789277053967,0.973354382784148
U.S.A.,2019,Dominican Republic,75%,2.75,6,20,3.0,0.34581838219927463,0,-0.1954789277053967,0.973354382784148
U.S.A.,2019,Colombia,75%,3.0,4,20,3.0,0.34581838219927463,0,-0.1954789277053967,0.973354382784148
Spain,2019,Philippines,76%,3.0,19,17,2.0,-1.148561454131727,0,-0.1954789277053967,1.250608999826039
Spain,2019,Peru,71%,3.5,18,17,2.0,-1.148561454131727,0,-0.1954789277053967,-0.1356640853834163
Spain,2019,Madagascar,76%,3.25,15,17,2.0,-1.148561454131727,0,-0.1954789277053967,1.250608999826039
Spain,2019,Dominican Republic,76%,3.25,6,17,2.0,-1.148561454131727,0,-0.1954789277053967,1.250608999826039
Spain,2019,Bolivia,76%,2.75,2,17,2.0,-1.148561454131727,0,-0.1954789277053967,1.250608999826039
Spain,2019,Belize,75%,3.25,1,17,2.0,-1.148561454131727,0,-0.1954789277053967,0.973354382784148
Canada,2019,Peru,70%,3.5,18,5,2.0,-1.148561454131727,0,-0.1954789277053967,-0.41291870242530737
U.S.A.,2019,Fiji,74%,2.75,8,20,3.0,0.34581838219927463,0,-0.1954789277053967,0.696099765742257
U.S.A.,2019,Colombia,72%,3.25,4,20,3.0,0.34581838219927463,0,-0.1954789277053967,0.1415905316584748
U.S.A.,2019,Tanzania,72%,3.75,21,20,2.0,-1.148561454131727,0,-0.1954789277053967,0.1415905316584748
U.S.A.,2019,Dominican Republic,70%,3.5,6,20,2.0,-1.148561454131727,0,-0.1954789277053967,-0.41291870242530737
U.S.A.,2019,Ecuador,67%,2.75,7,20,3.0,0.34581838219927463,0,-0.1954789277053967,-1.2446825535509807
Belgium,2019,India,74%,3.0,13,3,3.0,0.34581838219927463,0,-0.1954789277053967,0.696099765742257
Belgium,2019,Ecuador,70%,3.0,7,3,3.0,0.34581838219927463,0,-0.1954789277053967,-0.41291870242530737
Belgium,2019,Brazil,76%,3.0,3,3,3.0,0.34581838219927463,0,-0.1954789277053967,1.250608999826039
France,2019,Guatemala,70%,3.5,10,8,4.0,1.8401982185302763,1,-0.1954789277053967,-0.41291870242530737
France,2019,Brazil,70%,3.0,3,8,4.0,1.8401982185302763,1,-0.1954789277053967,-0.41291870242530737
Denmark,2019,Tanzania,70%,3.25,21,7,2.0,-1.148561454131727,0,-0.1954789277053967,-0.41291870242530737
Denmark,2019,Philippines,70%,3.25,19,7,2.0,-1.148561454131727,0,-0.1954789277053967,-0.41291870242530737
Denmark,2019,Ecuador,85%,2.5,7,7,2.0,-1.148561454131727,0,-0.1954789277053967,3.7459005532030587
Denmark,2019,Dominican Republic,70%,2.75,6,7,2.0,-1.148561454131727,0,-0.1954789277053967,-0.41291870242530737
U.S.A.,2019,U.S.A.,70%,3.5,23,20,3.0,0.34581838219927463,0,-0.1954789277053967,-0.41291870242530737
U.S.A.,2019,Uganda,75%,2.5,24,20,3.0,0.34581838219927463,0,-0.1954789277053967,0.973354382784148
U.S.A.,2019,Ghana,75%,2.75,9,20,3.0,0.34581838219927463,0,-0.1954789277053967,0.973354382784148
U.S.A.,2019,India,70%,3.25,13,20,3.0,0.34581838219927463,0,-0.1954789277053967,-0.41291870242530737
U.S.A.,2019,Bolivia,70%,3.25,2,20,3.0,0.34581838219927463,0,-0.1954789277053967,-0.41291870242530737
U.S.A.,2019,India,70%,3.0,13,20,3.0,0.34581838219927463,0,-0.1954789277053967,-0.41291870242530737
Belgium,2019,Peru,70%,3.5,18,3,3.0,0.34581838219927463,0,-0.1954789277053967,-0.41291870242530737
Belgium,2019,Costa Rica,70%,3.25,5,3,3.0,0.34581838219927463,0,-0.1954789277053967,-0.41291870242530737
Belgium,2019,Colombia,70%,2.75,4,3,3.0,0.34581838219927463,0,-0.1954789277053967,-0.41291870242530737
France,2019,Peru,72%,3.5,18,8,2.0,-1.148561454131727,0,-0.1954789277053967,0.1415905316584748
U.S.A.,2019,Fiji,68%,3.0,8,20,3.0,0.34581838219927463,0,-0.1954789277053967,-0.9674279365090895
Netherlands,2019,Colombia,70%,3.0,4,13,2.0,-1.148561454131727,0,-0.1954789277053967,-0.41291870242530737
Spain,2019,Tanzania,75%,3.25,21,17,3.0,0.34581838219927463,0,-0.1954789277053967,0.973354382784148
Spain,2019,Peru,75%,3.0,18,17,3.0,0.34581838219927463,0,-0.1954789277053967,0.973354382784148
Spain,2019,Nicaragua,75%,3.0,17,17,3.0,0.34581838219927463,0,-0.1954789277053967,0.973354382784148
U.S.A.,2019,Dominican Republic,65%,3.75,6,20,4.0,1.8401982185302763,0,-0.1954789277053967,-1.7991917876347627
U.S.A.,2019,Dominican Republic,72%,3.0,6,20,4.0,1.8401982185302763,0,-0.1954789277053967,0.1415905316584748
U.K.,2019,Tanzania,80%,3.0,21,19,4.0,1.8401982185302763,0,-0.1954789277053967,2.3596274679936036
U.K.,2019,Honduras,72%,3.0,12,19,4.0,1.8401982185302763,0,-0.1954789277053967,0.1415905316584748
New Zealand,2019,Venezuela,68%,3.25,25,14,3.0,0.34581838219927463,0,-0.1954789277053967,-0.9674279365090895
New Zealand,2019,Ecuador,85%,3.5,7,14,3.0,0.34581838219927463,0,-0.1954789277053967,3.7459005532030587
Netherlands,2019,Venezuela,71%,3.0,25,13,4.0,1.8401982185302763,0,-0.1954789277053967,-0.1356640853834163
Netherlands,2019,Indonesia,71%,2.5,14,13,4.0,1.8401982185302763,0,-0.1954789277053967,-0.1356640853834163
U.S.A.,2019,Tanzania,72%,3.25,21,20,3.0,0.34581838219927463,0,-0.1954789277053967,0.1415905316584748
U.S.A.,2019,Peru,65%,2.75,18,20,3.0,0.34581838219927463,0,-0.1954789277053967,-1.7991917876347627
U.S.A.,2019,Dominican Republic,70%,3.5,6,20,3.0,0.34581838219927463,0,-0.1954789277053967,-0.41291870242530737
U.K.,2019,Vietnam,70%,3.25,26,19,3.0,0.34581838219927463,0,-0.1954789277053967,-0.41291870242530737
U.K.,2019,India,70%,3.0,13,19,3.0,0.34581838219927463,0,-0.1954789277053967,-0.41291870242530737
Japan,2019,Peru,73%,2.5,18,11,2.0,-1.148561454131727,0,-0.1954789277053967,0.4188451487003659
U.S.A.,2019,Costa Rica,73%,3.0,5,20,3.0,0.34581838219927463,0,-0.1954789277053967,0.4188451487003659
U.S.A.,2019,Colombia,73%,2.5,4,20,3.0,0.34581838219927463,0,-0.1954789277053967,0.4188451487003659
Germany,2019,Venezuela,75%,2.75,25,9,3.0,0.34581838219927463,0,-0.1954789277053967,0.973354382784148
U.S.A.,2019,Madagascar,74%,3.75,15,20,2.0,-1.148561454131727,0,-0.1954789277053967,0.696099765742257
U.S.A.,2019,Colombia,85%,3.5,4,20,2.0,-1.148561454131727,0,-0.1954789277053967,3.7459005532030587
U.S.A.,2019,India,71%,3.25,13,20,3.0,0.34581838219927463,0,-0.1954789277053967,-0.1356640853834163
New Zealand,2019,Tanzania,70%,3.25,21,14,2.0,-1.148561454131727,0,-0.1954789277053967,-0.41291870242530737
New Zealand,2019,Peru,70%,3.75,18,14,2.0,-1.148561454131727,0,-0.1954789277053967,-0.41291870242530737
New Zealand,2019,Ecuador,70%,3.75,7,14,2.0,-1.148561454131727,0,-0.1954789277053967,-0.41291870242530737
